id,source,title,agency,activity_type,posted_date,deadline,award_ceiling,currency,startup_eligible,consortium_eligible,keyword_score,semantic_score,combined_score,matched_topics,high_priority,url
SBIR-359945,SBIR/STTR,Using Archived Data and Specimen Collections to Advance Maternal and Pediatric HIV/AIDS Research,HHS-NIH11,Grant,2025-07-08,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359945
SBIR-359949,SBIR/STTR,Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs,HHS-NIH11,Grant,2025-07-08,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359949
SBIR-359182,SBIR/STTR,Cardiothoracic Surgical Trials Network (CTSN) Linked Clinical Research Centers,HHS-NIH11,Grant,2025-07-01,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359182
SBIR-359820,SBIR/STTR,Resource and Capacity Building to Advance the Science of Aggression across Species and Disciplines (R24 Clinical Trial Optional),HHS-NIH11,Grant,2025-06-25,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359820
SBIR-358992,SBIR/STTR,"Notice of Intent to Publish a Funding Opportunity Announcement for HIV Pediatric, Adolescent and Maternal Clinical Trials",HHS-NIH11,Grant,2025-06-25,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358992
SBIR-358930,SBIR/STTR,Tobacco Regulatory Science Small Grant Program for New Investigators (R03 Clinical Trial Optional),HHS-NIH11,Grant,2025-06-24,2026-07-14,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358930
SBIR-359200,SBIR/STTR,New Generation of Glucose Control Technologies Incorporating AI/ML Tools/Strategies,HHS-NIH11,Grant,2025-06-18,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359200
SBIR-359733,SBIR/STTR,Research Enhancement Award Program (REAP) for Health Professional Schools and Graduate Schools,HHS-NIH11,Grant,2025-06-16,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359733
SBIR-359644,SBIR/STTR,GREGoRi Innovation Projects (U01 Clinical Trial Optional),HHS-NIH11,Grant,2025-06-10,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359644
SBIR-359279,SBIR/STTR,"GREGoRi Data Coordination and Outreach Center (U01, Clinical Trials Not Allowed)",HHS-NIH11,Grant,2025-06-06,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359279
SBIR-359280,SBIR/STTR,"GREGoRi Technology Integration Center (U01, Clinical Trials Optional)",HHS-NIH11,Grant,2025-06-06,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359280
SBIR-359240,SBIR/STTR,U.S. Embassy Port Louis Public Diplomacy Small Grants Program,DOS-MUS,Grant,2025-06-05,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359240
SBIR-359156,SBIR/STTR,Small Business Translator: MedTech and Digital Health Technologies,HHS-NIH11,Grant,2025-05-28,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359156
SBIR-359161,SBIR/STTR,Forecast for HEAL Initiative: Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] to Treat Pain (UG3/UH3 Clinical Trial Optional,HHS-NIH11,Grant,2025-05-28,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359161
SBIR-359128,SBIR/STTR,Accelerating Product Excellence in Innovation and for Clinical Adoption (APEx) (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-05-27,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359128
SBIR-358821,SBIR/STTR,Forecast to Publish a Funding Opportunity Announcement for Copy of Integrative Neuroscience Initiative on Alcoholism (INIA) Consortia Administrative Resource Core (U24) (Clinical Trial Optional),HHS-NIH11,Grant,2025-05-06,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358821
SBIR-358827,SBIR/STTR,Forecast to Publish a Funding Opportunity Announcement for Integrative Neuroscience Initiative on Alcoholism (INIA) Consortia (U01 Clinical Trial Optional),HHS-NIH11,Grant,2025-05-06,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358827
SBIR-358824,SBIR/STTR,"Limited Competition: Small Grant Program for NIAMS K01, K08, K23, and K25 Recipients (R03) (Clinical Trials Not Allowed)",HHS-NIH11,Grant,2025-05-05,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358824
SBIR-358179,SBIR/STTR,"Ethical, Legal and Social Implications (ELSI) Small Research Grant (R03 Clinical Trial Optional)",HHS-NIH11,Grant,2025-01-13,2026-11-16,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358179
SBIR-358089,SBIR/STTR,Small R01s for Clinical Trials Targeting Diseases within the Mission of NIDDK (R01 Clinical Trial Required),HHS-NIH11,Grant,2025-01-08,2026-05-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358089
SBIR-358024,SBIR/STTR,Method to Extend Research in Time (MERIT) Award Extension Request (Type 4 eSubmission Clinical Trial Optional),HHS-NIH11,Grant,2025-01-06,2028-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358024
SBIR-357805,SBIR/STTR,NIH Small Research Grant Program (Parent R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-12-18,2028-01-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357805
SBIR-357733,SBIR/STTR,D-START: Data Science Track Award for Research Transition (D/START) (R03-Clinical Trial Optional),HHS-NIH11,Grant,2024-12-16,2027-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357733
SBIR-357712,SBIR/STTR,Integrating Biospecimen Science Approaches into Clinical Assay Development (U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-12-13,2027-09-10,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357712
SBIR-357658,SBIR/STTR,Limited Competition: Small Grant Program for the NCATS Clinical and Translational Science Award (CTSA) Program (R03 Clinical Trial Optional),HHS-NIH11,Grant,2024-12-11,2026-10-19,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357658
SBIR-357634,SBIR/STTR,Limited Competition: High Impact Specialized Innovation Programs in Clinical and Translational Science  (RC2 Clinical Trials Optional),HHS-NIH11,Grant,2024-12-10,2026-09-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357634
SBIR-357570,SBIR/STTR,Preclinical Proof of Concept Studies for Rare Diseases (R21 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-12-06,2026-06-02,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357570
SBIR-357458,SBIR/STTR,Academic Research Enhancement Award (AREA) for Undergraduate-Focused Institutions (R15 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-12-02,2028-01-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357458
SBIR-357490,SBIR/STTR,NCCIH Natural Product Early Phase Clinical Trial Phased Innovation Award (R61/R33 Clinical Trial Required),HHS-NIH11,Grant,2024-12-02,2026-11-13,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357490
SBIR-357377,SBIR/STTR,New Approaches for Measuring Brain Changes Across Longer Timespans (R21 Clinical Trial Optional),HHS-NIH11,Grant,2024-11-25,2027-05-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357377
SBIR-357334,SBIR/STTR,"Catalyze: Product Definition for Small Molecules, Biologics and Combination Products - Target Identification and Validation, and Preliminary Product/Lead Series Identification (R61/R33  Clinical Trials Not Allowed)",HHS-NIH11,Grant,2024-11-22,2027-12-23,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357334
SBIR-357339,SBIR/STTR,Catalyze Product Definition  Medical Device prototype design/testing and disease target identification and assay development (R61/R33 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-22,2027-12-23,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357339
SBIR-357337,SBIR/STTR,"Catalyze: Product Definition for Small Molecules, Biologics, and Combination Products - Preliminary Product/Lead Series Identification and Combination Product Prototype (R33 - Clinical Trial Not Allowed)",HHS-NIH11,Grant,2024-11-22,2027-12-23,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357337
SBIR-357340,SBIR/STTR,Catalyze: Product Definition  Medical Device Prototype Optimization (R33 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-22,2027-12-23,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357340
SBIR-357343,SBIR/STTR,Seamless Early-Stage Clinical Drug Development (Phase 1 to 2a) for Novel therapeutic Agents for the Spectrum of Alzheimer's Disease (AD) and AD-related Dementias (ADRD) (UG3/UH3 Clinical Trial Required),HHS-NIH11,Grant,2024-11-22,2026-11-19,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357343
SBIR-357186,SBIR/STTR,Advancement and Innovation in Measurement of Language Development and Predictors (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-18,2027-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357186
SBIR-357188,SBIR/STTR,Limited Competition: Small Grant Program for ORIP Special Emphasis Research Career Award (SERCA) K01 Recipients (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-18,2026-05-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357188
SBIR-357194,SBIR/STTR,Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-18,2027-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357194
SBIR-357201,SBIR/STTR,NIDCR Small Grant Program for New Investigators (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-18,2028-01-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357201
SBIR-357157,SBIR/STTR,NICHD Small Research Grant Program (R03 Clinical Trial Required),HHS-NIH11,Grant,2024-11-18,2028-01-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357157
SBIR-357210,SBIR/STTR,NIDCR Small Research Grants for Analyses of Existing Genomics Data (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-18,2026-05-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357210
SBIR-357158,SBIR/STTR,NICHD Small Research Grant Program (R03 Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-11-18,2026-05-24,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357158
SBIR-357112,SBIR/STTR,Focused Technology Research and Development (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-14,2028-01-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357112
SBIR-357019,SBIR/STTR,Bioengineering Partnerships with Industry (U01 Clinical Trial Optional),HHS-NIH11,Grant,2024-11-06,2027-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357019
SBIR-357014,SBIR/STTR,"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)",HHS-NIH11,Grant,2024-11-06,2026-09-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357014
SBIR-357020,SBIR/STTR,Assay Development and Screening for Discovery of Validated Chemical Hits for Brain Disorders (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-06,2026-05-07,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/357020
SBIR-356982,SBIR/STTR,BRAIN Initiative: Clinical Studies to Advance Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UH3 Clinical Trial Optional),HHS-NIH11,Grant,2024-11-05,2026-09-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356982
SBIR-356953,SBIR/STTR,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-04,2027-10-20,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356953
SBIR-356903,SBIR/STTR,Translational Neural Devices (R61/R33 - Clinical Trial Optional),HHS-NIH11,Grant,2024-10-29,2027-01-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356903
SBIR-356800,SBIR/STTR,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-22,2027-10-20,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356800
SBIR-356802,SBIR/STTR,Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-22,2027-10-20,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356802
SBIR-356763,SBIR/STTR,NIDCD Early Career Research(ECR) Award (R21 Clinical Trial Optional),HHS-NIH11,Grant,2024-10-18,2027-10-15,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356763
SBIR-356460,SBIR/STTR,HEAL Initiative: Studies to Enable Analgesic Discovery (R61/R33 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-09-18,2027-01-15,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356460
SBIR-356316,SBIR/STTR,Clinical and Translational Science Award (UM1 Clinical Trial Optional),HHS-NIH11,Grant,2024-09-03,2027-09-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356316
SBIR-356205,SBIR/STTR,Forecast for BRAIN Initiative Connectivity across Scales (BRAIN CONNECTS): Specialized Projects for Scalable Technologies (U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-08-26,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356205
SBIR-356018,SBIR/STTR,NIDA Animal Genomics Program (U01  Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-08-13,2027-02-11,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356018
SBIR-355940,SBIR/STTR,Dementia CAReS Grants for American Indian and Alaska Native Communities,HHS-IHS,Grant,2024-08-07,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355940
SBIR-353821,SBIR/STTR,NHLBI Outstanding Investigator Award (OIA) (R35 Clinical Trial Optional),HHS-NIH11,Grant,2024-04-26,2027-04-28,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353821
SBIR-345738,SBIR/STTR,National Center for Construction Safety and Health Research and Translation (U54),HHS-CDC-HHSCDCERA,Grant,2023-09-13,2026-12-01,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/345738
SBIR-343653,SBIR/STTR,Department of Defense HIV/AIDS Prevention Program,DOD-AMRAA,Grant,2022-09-19,2027-09-18,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/343653
SBIR-334972,SBIR/STTR,Commercial Fishing Occupational Safety Training Project Grants (T03),HHS-CDC-HHSCDCERA,Grant,2022-07-11,2028-01-31,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/334972
SBIR-334971,SBIR/STTR,Commercial Fishing Occupational Safety Research Cooperative Agreement (U01),HHS-CDC-HHSCDCERA,Grant,2022-07-08,2028-01-31,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/334971
SBIR-341131,SBIR/STTR,Leading Edge Acceleration Projects (LEAP) in Health Information Technology,HHS-OS-ONC,Grant,2022-06-14,2027-09-30,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/341131
SBIR-337086,SBIR/STTR,Public Health Crisis Response Cooperative Agreement,HHS-CDC-OPHPR,Grant,2022-01-13,2027-02-11,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/337086
SBIR-58617,SBIR/STTR,State Veterans Home Construction Grant Program,VA-CSHF,Grant,2010-11-01,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/58617
SBIR-361833,SBIR/STTR,Development of Candidate Medical Countermeasures (MCMs) and Technologies Against Chemical or Radiation/Nuclear (CRN) Threats,HHS-NIH11,Grant,2026-04-09,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361833
SBIR-361820,SBIR/STTR,HIV/AIDS Clinical Trials Network Laboratory Centers,HHS-NIH11,Grant,2026-04-08,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361820
SBIR-361520,SBIR/STTR,HEAL Initiative: Optimization of Therapeutic Medical Devices through Team Science Mechanistic Research (RM1),HHS-NIH11,Grant,2026-03-16,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361520
SBIR-361521,SBIR/STTR,Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers,HHS-NIH11,Grant,2026-03-16,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361521
SBIR-361452,SBIR/STTR,Centers without Walls for mechanisms of neurodegeneration in Alzheimer&rsquo;s disease-related dementias (ADRD),HHS-NIH11,Grant,2026-03-11,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361452
SBIR-361450,SBIR/STTR,Functional Target Validation for Alzheimer's Disease-Related Dementias,HHS-NIH11,Grant,2026-03-11,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361450
SBIR-361380,SBIR/STTR,NextTech: Translational Development of Next-Generation Diagnostic and Therapeutic Devices (R18 Clinical Trial Not Allowed),HHS-NIH11,Grant,2026-02-27,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361380
SBIR-361348,SBIR/STTR,Improving Chronic Conditions Through Inexpensive Interventions,HHS-NIH11,Grant,2026-02-23,,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/361348
